salesforce_account_id,name,parent_sf_account_id,parent_name,name_state_zip_slug,email,"phone",phone2,website,street,street_2,city,county,state_province,"postal_code",country,latitude,longitude,classical_status,classical_abstract_md_file,classical_report_md_file,classical_report_pdf_file,school_type,operating_model,private_public,church_governed,date_founded,student_population,facility_size,facility_nature,facility_lease_own,educator_certificates_degrees,educator_classes,educator_curriculums,student_curriculums,athletics,co_curricular_programs,classcon_programs,description,admissions_description,admissions_process,accreditations_description,accreditations_bullets,programs_description,programs_bullets,specialties_description,specialties_bullets,tuition_description,parent_id,head_contact_id,ambassador_contact_id,worldview,affiliations,school_awards,school_college_acceptances,liberal_arts,classical_language,great_books,low_tech,memory_work,socratic_method,etiquette,house_system,common_arts,featured_image_url,featured_image_2_jpgfile,show_classical_tab,show_campus_tab,show_tab_3,show_tab_4,account_id,cap_orig_sort,grades,grades_offered
Acct0006,Abiding Savior Academy,,,abiding-savior-academy-sd-57103,info@abidingacademy.org,"+1 605 371 1876",,https://abidingacademy.org/,4100 S. Bahnson Ave.,,Sioux Falls,Minnehaha County,SD,"57103",US,43.50706960,-96.68066760,classical,abiding-savior-academy-sd-57103-fcapi-classicality-abstract.md,abiding-savior-academy-sd-57103-fcapi-classicality-audit.md,abiding-savior-academy-sd-57103-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-8.png,,0,0,0,0,271,2751,pk-12,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0007,Abilene Classical Academy,,,abilene-classical-academy-tx-79602,office@abileneclassical.com,"+1 402 753 5192",,https://www.abileneclassical.com/,2002 S 27th St,,Abilene,,TX,"79602",US,32.32498630,-99.65640920,classical,abilene-classical-academy-tx-79602-fcapi-classicality-abstract.md,abilene-classical-academy-tx-79602-fcapi-classicality-audit.md,abilene-classical-academy-tx-79602-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private School,0,2021,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,placeholders/placeholder-elementary-9.png,,0,0,0,0,272,,k-9,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th"
Acct0008,Abington Christian Academy,,,abington-christian-academy-pa-18452,,"+1 570 586 5270",,https://abingtonchristianacademy.com/,3364 Scranton Carbondale Blvd.,,Blakely,Lackawanna County,PA,"18452",US,41.47780050,-75.67633750,classical,abington-christian-academy-pa-18452-fcapi-classicality-abstract.md,abington-christian-academy-pa-18452-fcapi-classicality-audit.md,abington-christian-academy-pa-18452-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-0.png,,0,0,0,0,273,1686,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0013,Acacia Academy,,,acacia-academy-in-46902,acacia@acaciaacademy.org,"+1 765 457 5545",,https://acaciaacademy.org/,1476 County Road E 400 South,,Kokomo,Howard County,IN,"46902",US,40.41982980,-86.09906390,classical,acacia-academy-in-46902-fcapi-classicality-abstract.md,acacia-academy-in-46902-fcapi-classicality-audit.md,acacia-academy-in-46902-v20260109-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-5.png,,0,0,0,0,278,1914,k-8,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th"
,Acacia Classical Academy,,,acacia-classical-academy-ca-95628,info@acaciaclassicalacademy.com,"+1 916 545 5110",,https://acaciaclassicalacademy.com,8130 Niessen Way,,Fair Oaks,,CA,"95628",US,38.66922930,-121.26051470,classical,acacia-classical-academy-ca-95628-fcapi-classicality-abstract.md,acacia-classical-academy-ca-95628-fcapi-classicality-audit.md,acacia-classical-academy-ca-95628-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-6.png,,0,0,0,0,5302,,,
Acct0015,Academy Charter School,,,academy-charter-school-ak-99645,,"+1 907 841 9452",,https://acc.matsuk12.us/,801 East Arctic Avenue,,Palmer,Matanuska-Susitna Borough,AK,"99645",US,61.60726430,-149.09444160,classical,academy-charter-school-ak-99645-fcapi-classicality-abstract.md,academy-charter-school-ak-99645-fcapi-classicality-audit.md,academy-charter-school-ak-99645-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-9.png,,0,0,0,0,280,1232,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0022,Academy of Classical Christian Studies,,,academy-classical-christian-studies-ok-73131,info@theacademyok.org,"+1 405 478 2077",,https://theacademyok.org/,1120 E Hefner Rd.,,Oklahoma City,Oklahoma County,OK,"73131",US,35.57945880,-97.49263920,classical,academy-classical-christian-studies-ok-73131-fcapi-classicality-abstract.md,academy-classical-christian-studies-ok-73131-fcapi-classicality-audit.md,academy-classical-christian-studies-ok-73131-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-6.png,,0,0,0,0,286,2073,pk-12,"Pre-K, K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0024,Academy of Our Lady of Mercy Lauralton Hall,,,academy-our-lady-mercy-lauralton-hall-ct-06460,,"+1 203 877 2786",,https://lauraltonhall.org/,200 High Street,,Milford,South Central Connecticut Planning Region,CT,"06460",US,41.22302390,-73.06486700,somewhat-classical,academy-our-lady-mercy-lauralton-hall-ct-06460-fcapi-classicality-abstract.md,academy-our-lady-mercy-lauralton-hall-ct-06460-fcapi-classicality-audit.md,academy-our-lady-mercy-lauralton-hall-ct-06460-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-8.png,,0,0,0,0,289,140,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
,Acts Community School,,,acts-community-school-tx-77536,,"+1 281 888 8888",,https://www.actscommunitychurches.com,7347 Temperance Lane,,Deer Park,,TX,"77536",US,29.67087630,-95.11999340,classical,acts-community-school-tx-77536-fcapi-classicality-abstract.md,acts-community-school-tx-77536-fcapi-classicality-audit.md,acts-community-school-tx-77536-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-1.png,,0,0,0,0,5264,,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
Acct0029,Ad Fontes Academy,,,ad-fontes-academy-va-22030,dluckenbaugh@adfontes.com,"+1 571 762 2431",,https://adfontes.com/,15450 Lee Hwy,,Centreville,Fairfax County,VA,"22030",US,38.82886410,-77.48255330,classical,ad-fontes-academy-va-22030-fcapi-classicality-abstract.md,ad-fontes-academy-va-22030-fcapi-classicality-audit.md,ad-fontes-academy-va-22030-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,placeholders/placeholder-elementary-2.png,,0,0,0,0,293,2053,k-12,"K, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th"
